name,chrom.num
POSCME_Apogonia_sp,19.70
POCELA_Apomecyna_sp,22.00
POCHGA_Apophylia_sp,30.00
POCELA_Apriona_japonica,36.00
ADCABR_Aptinus_displosor,32.00
POANCH_Araecerus_fasciculatus,22.00
OUT_Archostemata_sp,19.00
POCHGA_Argopus_sp,50.00
ADCAPA_Arthropterus_sp,46.00
POCESP_Asemum_striatum,20.00
POCHGA_Asiorestia_sp,38.00
POCHGA_Asphaera_abdominalis,22.00
POCHGA_Asphaera_unicolor,22.00
POCHCA_Aspidomorpha_sp,17.60
POLALA_Aspisoma_sp,19.00
POSCAP_Ataenius_sp,20.00
POELDE_Athous_sp,19.00
PODEAN_Attagenus_sp,18.00
POPAAU_Aulacocyclus_sp,30.00
POCHGA_Aulacophora_sp,46.90
POORAU_Aulacoscelis_melanocera,23.00
POCOCO_Azya_sp,23.30
POCHCA_Baliosus_sp,18.00
POCUEN_Barypeithes_sp,23.00
POCHEU_Basilepta_sp,26.60
POCELA_Batocera_rubus,20.00
ADCATR_Bembidion_aenulum,24.00
ADCATR_Bembidion_americanum,24.00
ADCATR_Bembidion_antiquum,24.00
ADCATR_Bembidion_arenobilis,24.00
ADCATR_Bembidion_articulatum,26.00
ADCATR_Bembidion_balli,24.00
ADCATR_Bembidion_bellorum,24.00
ADCATR_Bembidion_bifossulatum,24.00
ADCATR_Bembidion_californicum,24.00
ADCATR_Bembidion_chalceum,26.00
ADCATR_Bembidion_concolor,24.00
ADCATR_Bembidion_confusum,24.00
ADCATR_Bembidion_coxendix,23.00
ADCATR_Bembidion_decorum,24.00
ADCATR_Bembidion_honestum,24.00
ADCATR_Bembidion_inaequale,22.00
ADCATR_Bembidion_insulatum,24.00
ADCATR_Bembidion_integrum,24.00
ADCATR_Bembidion_lampros,23.00
ADCATR_Bembidion_lapponicum,24.00
ADCATR_Bembidion_levettei,22.00
ADCATR_Bembidion_levettei_carrianum,22.00
ADCATR_Bembidion_levigatum,24.00
ADCATR_Bembidion_louisella,24.00
ADCATR_Bembidion_mexicanum,24.00
ADCATR_Bembidion_obtusum,24.00
ADCATR_Bembidion_planatum,24.00
ADCATR_Bembidion_properans,24.00
ADCATR_Bembidion_punctulatum,24.00
ADCATR_Bembidion_quadrimaculatum,23.30
ADCATR_Bembidion_rapidum,24.00
ADCATR_Bembidion_rothfelsi,34.00
ADCATR_Bembidion_ruficorne,26.00
ADCATR_Bembidion_rufotinctum,24.00
ADCATR_Bembidion_sejunctum,24.00
ADCATR_Bembidion_tairuense,24.00
ADCATR_Bembidion_tetracolum,24.30
ADCATR_Bembidion_tibiale,24.00
ADCATR_Bembidion_transversale,24.00
ADCATR_Bembidion_umbratum,24.00
POHYHY_Berosus_sp,18.00
POLAPH_Bicellonycha_sp,18.00
POTETE_Blaps_sp,31.60
POCHGA_Blepharida_rhois,32.00
POSCSC_Bolbites_onitoides,20.00
POBOBO_Bostrychopsis_sp,20.00
POCUEN_Bothrometopus_sp,22.00
ADCABR_Brachinus_sp,27.90
POCUEN_Brachyderes_incanus,22.00
ADCAHA_Bradybaenus_sp,36.50
POBRBR_Brentus_anchorago,12.00
POCHEU_Bromius_obscurus,16.00
POCHBR_Bruchidius_aureus,20.00
POCHBR_Bruchidius_saundersi,20.00
POCHBR_Bruchidius_urbanus,20.00
POCHBR_Bruchus_pisorum,21.00
POCHBR_Bruchus_rufimanus,37.00
POSCSC_Bubas_bison,20.00
POSCSC_Bubas_bubalus,20.00
POBUBU_Buprestis_sp,20.00
POBYBY_Byrrhus_sp,18.00
POSCSC_Caccobius_schreberi,20.00
ADCAHA_Calathus_abaxoides,55.00
ADCAHA_Calathus_ambiguus,37.00
ADCAHA_Calathus_ascendens,23.50
ADCAHA_Calathus_asturiensis,39.00
ADCAHA_Calathus_auctus,37.00
ADCAHA_Calathus_brevis,37.00
ADCAHA_Calathus_circumseptus,43.00
ADCAHA_Calathus_erratus,37.00
ADCAHA_Calathus_freyi,36.00
ADCAHA_Calathus_fuscipes,37.00
ADCAHA_Calathus_granatensis,37.00
ADCAHA_Calathus_melanocephalus,37.50
ADCAHA_Calathus_micropterus,37.00
ADCAHA_Calathus_mollis,39.00
ADCAHA_Calathus_rectus,37.00
ADCAHA_Calathus_rotundatus,39.00
POCECE_Callidium_violaceum,22.00
POCHCH_Calligrapha_alni,23.00
POCHCH_Calligrapha_amator,23.00
POCHCH_Calligrapha_bidenticola,23.00
POCHCH_Calligrapha_californica,23.00
POCHCH_Calligrapha_confluens,23.00
POCHCH_Calligrapha_fulvipes,23.00
POCHCH_Calligrapha_multipunctata,23.50
POCHCH_Calligrapha_philadelphica,23.00
POCHCH_Calligrapha_polyspila,24.00
POCHCH_Calligrapha_rowena,23.00
POCHCH_Calligrapha_scalaris,23.00
POCHBR_Callosobruchus_analis,20.00
POCHBR_Callosobruchus_chinensis,20.00
POCHBR_Callosobruchus_maculatus,19.60
POCHBR_Callosobruchus_subinnotatus,20.00
POLYLY_Calopteron_sp,31.00
ADCACA_Calosoma_inquistor,28.00
POCOCO_Calvia_quatuordecimguttata,20.00
POCACA_Cantharis_fusca,20.00
POCACA_Cantharis_livida,13.00
POCACA_Cantharis_rufa,13.00
POCACA_Cantharis_rustica,13.00
POSCSC_Canthidium_sp,18.00
POSCSC_Canthon_indigaceus,18.00
POCHGA_Capraita_sp,22.00
ADCACA_Carabus_auronitens,28.50
ADCACA_Carabus_blaptoides,28.00
ADCACA_Carabus_caelatus,28.00
ADCACA_Carabus_cancellatus,27.50
ADCACA_Carabus_creutzeri,28.00
ADCACA_Carabus_fruhstorferi,28.00
ADCACA_Carabus_granulatus,22.50
ADCACA_Carabus_hispanus,28.00
ADCACA_Carabus_hortensis,28.00
ADCACA_Carabus_lineatus,28.00
ADCACA_Carabus_melancholicus,28.00
ADCACA_Carabus_monticola,28.00
ADCACA_Carabus_nemoralis,28.50
ADCACA_Carabus_problematicus,28.00
ADCACA_Carabus_punctatoauratus,28.50
ADCACA_Carabus_rutilans,29.00
ADCACA_Carabus_solieri,27.00
ADCACA_Carabus_splendens,29.00
ADCACA_Carabus_violaceus,28.00
POELCA_Cardiophorus_sp,21.50
ADCASC_Carenum_interruptum,24.00
ADCAHA_Carterus_fulvipes,57.00
ADCAHA_Carterus_rotundicollis_M,57.00
POCHCA_Cassida_fuscorufa,18.00
POCHCA_Cassida_rubiginosa,18.00
POBUBU_Castiarina_adelaidae,22.00
POBUBU_Castiarina_rufipennis,22.00
POCUEN_Centricnemus_leucogrammus,22.00
POBRAP_Ceratapion_penetrans,22.00
POCHGA_Cerotoma_sp,29.00
POSCCE_Cetonia_aurata,20.00
POCHGA_Chaetocnema_chlorophana,20.00
POCHGA_Chaetocnema_concinna,22.00
POELAG_Chalcolepidius_sp,7.00
POCHEU_Chalcophana_sp,26.00
POCHCA_Chalepus_sp,17.60
POCHCA_Charidotella_sexpunctata,22.00
POCACH_Chauliognathus_expansus,13.00
POCACH_Chauliognathus_fallax,13.00
POCACH_Chauliognathus_flavipes,13.00
POCACH_Chauliognathus_lineatus,13.00
POCACH_Chauliognathus_octamaculatus_M,13.00
POCACH_Chauliognathus_riograndensis,13.00
POCACH_Chauliognathus_tetrapunctatus,13.00
POSCSC_Cheironitis_sp,20.00
POCHCA_Chelymorpha_sp,22.00
POCOCH_Chilocorus_bipustulatus,22.00
POCOCH_Chilocorus_renipustulatus,20.00
POCOCH_Chilocorus_stigma,25.00
POSCCH_Chiron_sp,20.00
ADCAHA_Chlaenius_sp,36.50
POCHCH_Chlamisus_sp,21.00
POCUEN_Chlorophanus_sp,23.00
POCECE_Chlorophorus_sp,20.00
POCOCO_Chnoodes_sp,18.00
POBUBU_Chrysobothris_sp,16.00
POCHCH_Chrysolina_affinis,24.00
POCHCH_Chrysolina_americana,24.00
POCHCH_Chrysolina_aurichalcea,39.20
POCHCH_Chrysolina_bicolor,24.00
POCHCH_Chrysolina_carnifex,40.00
POCHCH_Chrysolina_cerealis,24.00
POCHCH_Chrysolina_coerulans,24.00
POCHCH_Chrysolina_colasi,24.00
POCHCH_Chrysolina_curvilinea,40.00
POCHCH_Chrysolina_diluta,36.00
POCHCH_Chrysolina_fastuosa,24.00
POCHCH_Chrysolina_femoralis,24.00
POCHCH_Chrysolina_gemina,24.00
POCHCH_Chrysolina_geminata,38.00
POCHCH_Chrysolina_graminis,26.00
POCHCH_Chrysolina_grossa,24.00
POCHCH_Chrysolina_haemoptera,40.00
POCHCH_Chrysolina_herbacea,24.00
POCHCH_Chrysolina_lucida,24.00
POCHCH_Chrysolina_marginata,40.00
POCHCH_Chrysolina_obsoleta,23.00
POCHCH_Chrysolina_peregrina,46.00
POCHCH_Chrysolina_polita,24.00
POCHCH_Chrysolina_timarchoides,47.00
POCHCH_Chrysolina_varians,32.00
POCHCH_Chrysolina_viridana,24.00
POCHCH_Chrysomela_interrupta,34.00
POCHCH_Chrysomela_lapponica,34.00
POCHCH_Chrysomela_mainensis,34.00
POCHCH_Chrysomela_populi,34.00
POCHCH_Chrysomela_schaefferi,34.50
POCHCH_Chrysomela_tremulae,34.00
ADCACI_Cicindela_aurulenta,22.00
ADCACI_Cicindela_dorsalis,22.00
ADCACI_Cicindela_hybrida,22.00
ADCACI_Cicindela_marutha,23.00
ADCACI_Cicindela_punctulata,22.00
ADCACI_Cicindela_repanda,21.50
ADCACI_Cicindela_sedecimpunctata,21.00
ADCACI_Cicindela_sexguttata,21.30
ADCACI_Cicindela_splendida,22.00
ADCACI_Cicindela_tranquebarica,21.30
POCUCU_Cionus_sp,40.00
POCICI_Cis_sp,14.00
POCUCL_Cleonus_sp,28.00
ADCASC_Clivina_sp,36.00
POCECE_Clytus_arietis,20.00
POCOCO_Coccinella_septempunctata,20.00
POCOCO_Coelophora_sp,20.00
POCHEU_Colaspis_sp,26.00
POCHEU_Colasposoma_auripenne,16.00
POCOCO_Coleomegilla_maculata,20.00
ADCAHA_Colliuris_pennsylvanica,18.00
ADDYCO_Colymbetes_paykulli,38.50
ADDYCO_Colymbetes_striatus,41.80
POCHBR_Conicobruchus,20.00
POSCSC_Copris_lugubris,14.00
POSCSC_Copris_sinicus,14.00
POSCSC_Coprophanaeus_sp,20.00
POCHCL_Coptocephala_sp,24.00
POCHCA_Coptocycla_adamantina,18.00
POCUDR_Cosmopolites_sordidus,30.00
ADCAHA_Craspedophorus_sp,12.00
POSCCE_Cremastocheilus_sp,20.00
POCHCR_Crioceris_asparagi,16.00
POCHCR_Crioceris_paracenthesis,16.00
POCUSC_Cryphalus_abietis,26.00
POCHCR_Cryptocephalus_venustus,29.90
POCOSC_Cryptognatha_sp,14.00
POCOOR_Cryptolaemus_montrouzieri,22.00
POLALA_Cryptolestes_sp,18.30
POCUSC_Crypturgus_pusillus,26.00
ADCACI_Ctenostoma_sp,17.00
POCUCU_Curculio_dentipes,26.00
POCUCU_Curculio_distinguendus,26.00
POCUCU_Curculio_nucum_M,26.00
POCOCH_Curinus_coeruleus,16.00
ADDYDY_Cybister_japonicus,43.00
ADDYDY_Cybister_lateralimarginalis,22.00
ADDYDY_Cybister_sugillatus,43.00
ADDYDY_Cybister_tripunctatus,43.00
ADCACA_Cychrus_caraboides,23.00
POSCDY_Cyclocephala_sp,20.00
POCOCO_Cycloneda_sanguinea,20.00
POBRBR_Cylas_formicarius,22.00
ADCACI_Cylindera_cognata,21.00
ADCAHA_Cymindis_sp,35.40
POCECE_Cyrtoclytus_sp,20.00
POCHCH_Cyrtonus_arcasi,40.00
POCHCH_Cyrtonus_contractus,28.00
POCHCH_Cyrtonus_cupreovirens,28.00
POCHCH_Cyrtonus_cylindricus,28.00
POCHCH_Cyrtonus_dufouri,28.00
POCHCH_Cyrtonus_elegans,28.00
POCHCH_Cyrtonus_fairmairei,40.00
POCHCH_Cyrtonus_majoricensis,28.00
POCHCH_Cyrtonus_pardoi,46.00
POCHCH_Cyrtonus_plumbeus,28.00
POCHCH_Cyrtonus_puncticeps,40.00
POCHCH_Cyrtonus_rotundatus,28.00
POCHCH_Cyrtonus_ruficornis,28.00
POCHCA_Dactylispa_sp,16.00
POCHCA_Deloyala_guttata,18.30
POSCSC_Deltochilum_amazonicum,14.00
ADCAHA_Demetrias_atricapillus,35.00
POCUSC_Dendroctonus_adjunctus,14.00
POCUSC_Dendroctonus_approximatus,12.00
POCUSC_Dendroctonus_brevicomis,12.00
POCUSC_Dendroctonus_frontalis,16.00
POCUSC_Dendroctonus_jeffreyi,24.00
POCUSC_Dendroctonus_murrayanae,30.00
POCUSC_Dendroctonus_ponderosae,24.00
POCUSC_Dendroctonus_pseudotsugae,30.00
POCUSC_Dendroctonus_punctatus,32.00
POCUSC_Dendroctonus_rufipennis,30.00
POCUSC_Dendroctonus_simplex,30.00
POCUSC_Dendroctonus_terebrans,26.00
POCUSC_Dendroctonus_valens,28.00
POATRH_Deporaus_sp,25.00
PODEDE_Dermestes_maculatus,18.00
PODEDE_Dermestes_peruvianus,18.00
POCHCH_Desmogramma_sp,24.00
POCHGA_Diabrotica_adelpha,19.00
POCHGA_Diabrotica_balteata,19.00
POCHGA_Diabrotica_cristata,19.00
POCHGA_Diabrotica_limitata,19.00
POCHGA_Diabrotica_longicornis,19.30
POCHGA_Diabrotica_nummularis,19.00
POCHGA_Diabrotica_porracea,19.00
POCHGA_Diabrotica_scutellata,19.00
POCHGA_Diabrotica_sexmaculata,19.00
POCHGA_Diabrotica_speciosa,21.00
POCHGA_Diabrotica_tibialis,19.00
POCHGA_Diabrotica_undecimpunctata,19.00
POTEDI_Diaperis_boleti,14.00
POCHGA_Dibolia_sp,36.00
POCHCA_Dicladispa_testacea,16.00
ADCAHA_Dicrochile_sp,55.00
POSCSC_Digitonthophagus_gazella,20.00
ADGYGY_Dineutes_sp,42.00
POCUDR_Diocalandra_sp,26.00
POCHGA_Diorhabda_sp,40.00
ADCAHA_Diplocheila_sp,38.90
POCHGA_Disonycha_sp,43.30
POCEDI_Distenia_sp,20.00
ADCAHA_Dixus_capito,69.00
POCHDO_Donacia_bicolor,30.00
POCHDO_Donacia_biimpressa,30.00
POCHDO_Donacia_clavipes,30.00
POCHDO_Donacia_hirticollis,28.00
POCHDO_Donacia_subtilis,28.00
POCHDO_Donacia_vulgaris,30.00
POLULU_Dorcus_parallelipipedus,18.00
POCHCH_Doryphora_sp,12.00
POCUCU_Dorytomus_sp,26.00
ADCAHA_Dromius_sp,25.00
POCUSC_Dryocoetes_affaber,28.00
POCUSC_Dryocoetes_autographus,27.00
ADCAHA_Drypta_sp,33.00
POSCDY_Dynastes_sp,18.00
ADCASC_Dyschirius_sp,26.40
POCUEN_Dyslobus_sp,22.00
ADDYDY_Dytiscus_circumcinctus,38.00
ADDYDY_Dytiscus_dauricus,37.00
ADDYDY_Dytiscus_marginalis_M,38.30
POCECE_Eburia_sp,20.00
POCUBR_Echinocnemus_sp,18.70
ADCAHA_Egadroma_marginatum,39.00
POCECE_Elaphidion_sp,18.00
POELEL_Elater_sp,19.00
ADCACI_Ellipsoptera_marginata,23.00
POLALA_Ellychnia_californica,19.00
POLALA_Ellychnia_corrusca,19.00
POCLCL_Enoclerus_sp,18.00
POCHCH_Entomoscelis_sp,26.00
POMEME_Epicauta_sp,20.60
POCELA_Epiglenea_comes,20.00
POCOCO_Epilachna_sp,18.40
POCHGA_Epitrix_fasciata,26.00
ADDYDY_Eretes_sticticus,43.00
POTEPI_Erodius_orientalis,20.00
POSCSC_Eucranium_arachnoides,18.00
POCUEN_Eudiagogus_sp,34.00
POCHEU_Eumolpus_sp,22.00
POSCSC_Eurysternus_caribaeus,8.00
POBRAP_Eutrichapion_sp,22.00
POCHCH_Exema_canadensis,18.00
POCOCH_Exochomus_quadripustulatus,14.00
POCHGA_Exora_sp,31.00
POCUEN_Foucartia_squamulata,22.00
ADCAHA_Galerita_sp,30.00
POCHGA_Galeruca_sp,41.30
POCHGA_Galerucella_birmanica,34.00
POCHGA_Galerucella_calmariensis,34.00
POCHGA_Galerucella_lineola,34.00
POCHGA_Galerucella_nympheae,34.00
POCHGA_Galerucella_placida,38.00
POCHGA_Galerucella_pusilla,16.00
POCHGA_Galerucella_tenella,26.00
POCHCH_Gastrophysa_cyanea,30.00
POCHCH_Gastrophysa_poligoni,24.00
POCHCH_Gastrophysa_viridula,28.00
POCELE_Gaurotes_sp,22.00
POGEGE_Geotrupes_spiniger,21.60
POPTGI_Gibbium_psylliodes,18.00
POGLGL_Glaresis_sp,20.00
POCELA_Glenea_sp,20.00
POSCSC_Glyphoderus_sterquilinus,18.00
POCHGA_Glyptina_sp,28.00
POTEDI_Gnathocerus_cornutus,20.00
POCHCH_Gonioctena_linnaeana,24.00
POCHCH_Gonioctena_sibirica_M,24.00
POCHCH_Gonioctena_springlovae,40.00
POCHCH_Gonioctena_variabilis,24.00
POCHCH_Gonioctena_viminalis,24.00
POTETE_Gonocephalum_sp,20.00
ADCAHA_Graphipterus_sp,8.00
POSCSC_Gromphas_sp,20.00
POCUCU_Gymnetron_antirhini,32.00
POCUCU_Gymnetron_tetrum,32.00
POSCSC_Gymnopleurus_sp,20.00
POCHGA_Gynandrobrotica_lepida,17.00
POCHGA_Gynandrobrotica_nigrofasciata,17.00
ADGYGY_Gyrinus_sp,27.00
ADHAHA_Haliplus_flavicollis,30.00
ADHAHA_Haliplus_immaculatus,24.00
ADHAHA_Haliplus_lineatocollis,24.00
ADHAHA_Haliplus_mucronatus,20.00
ADHAHA_Haliplus_ruficollis,24.00
POSCME_Haplidia_sp,19.00
ADCAHA_Harpalus_aesculanus,37.00
ADCAHA_Harpalus_affinis,37.00
ADCAHA_Harpalus_anxius,37.00
ADCAHA_Harpalus_attenuatus,37.00
ADCAHA_Harpalus_contemptus,37.00
ADCAHA_Harpalus_decipiens,37.00
ADCAHA_Harpalus_dimidiatus,35.00
ADCAHA_Harpalus_distinguendus,37.00
ADCAHA_Harpalus_ebeninus,37.00
ADCAHA_Harpalus_honestus,37.00
ADCAHA_Harpalus_pennsylvanicus,37.00
ADCAHA_Harpalus_rubripes,37.00
ADCAHA_Harpalus_serripes,38.00
ADCAHA_Harpalus_wagneri,30.00
POTETE_Hegeter_amaroides,20.00
POTETE_Hegeter_brevicollis,20.00
POTETE_Hegeter_costipennis,20.00
POTETE_Hegeter_fernandezi,20.00
POTETE_Hegeter_grancanariensis,20.00
POTETE_Hegeter_lateralis,20.00
POTETE_Hegeter_politus,20.00
POTETE_Hegeter_tenuipunctatus,20.00
POTETE_Hegeter_transversus,20.00
POCHGA_Heikertingerella_sp,20.00
POSCSC_Heliocopris_sp,20.00
POHEHE_Helophorus_sp,19.80
POCHGA_Hemipyxis_sp,24.00
POCHGA_Hermaeophaga_sp,16.50
POCHCA_Hilarocassis_sp,34.00
POCOCO_Hippodamia_convergens,20.00
POCOCO_Hippodamia_quinquesignata,20.00
POHIHI_Hister_sp,26.00
POSCME_Hoplia_sp,20.00
POSCHY_Hybosorus_sp,20.00
POHYHY_Hydrobius_fuscipes,18.00
ADDYHY_Hydroporus_sp,35.00
ADDYHY_Hydrovatus_sp,33.00
ADHYHY_Hygrobia_hermanni,36.00
POCUSC_Hylastes_sp,26.00
POCUMO_Hylobius_abietis,22.00
POCUMO_Hylobius_piceus,40.00
POCUSC_Hylurgops_sp,27.30
POCUEN_Hypera_nigrirostris,22.00
POCUEN_Hypera_postica,22.00
POCOSC_Hyperaspis_lateralis,14.00
POCHGA_Hypolampsis_sp,20.00
POCUEN_Hypomeces_squamosus,22.00
POCOCO_Illeis_sp,20.00
ADDYAG_Ilybius_aenescens,35.00
ADDYAG_Ilybius_albarracinensis,35.00
ADDYAG_Ilybius_ater,35.00
ADDYAG_Ilybius_chalconatus,35.00
ADDYAG_Ilybius_erichsoni,35.00
ADDYAG_Ilybius_fuliginosus,35.00
ADDYAG_Ilybius_guttiger,35.00
ADDYAG_Ilybius_quadriguttatus,35.00
ADDYAG_Ilybius_subaeneus,35.00
ADDYAG_Ilybius_vittiger,35.00
ADDYAG_Ilybius_wasastjernae,37.00
POCUSC_Ips_acuminatus,16.00
POCUSC_Ips_avulsus,32.00
POCUSC_Ips_bonanseai,32.00
POCUSC_Ips_borealis,32.00
POCUSC_Ips_calligraphus,32.00
POCUSC_Ips_confusus,32.00
POCUSC_Ips_cribricollis,32.00
POCUSC_Ips_emarginatus,32.00
POCUSC_Ips_hoppingi,32.00
POCUSC_Ips_hunteri,32.00
POCUSC_Ips_integer,32.00
POCUSC_Ips_knausi,32.00
POCUSC_Ips_latidens,20.00
POCUSC_Ips_lecontei,32.00
POCUSC_Ips_montanus,32.00
POCUSC_Ips_paraconfusus,32.00
POCUSC_Ips_perroti,32.00
POCUSC_Ips_perturbatus,32.00
POCUSC_Ips_pilifrons,32.00
POCUSC_Ips_pini,31.00
POCUSC_Ips_plastographus,32.00
POCUSC_Ips_sexdentatus,26.00
POCUSC_Ips_spinifer,20.00
POCUSC_Ips_tridens,32.00
POCUSC_Ips_typographus,28.00
POCUSC_Ips_woodi,32.00
POCHGA_Isotes_multipunctata,23.00
POCHCH_Labidomera_clivicollis,33.00
POCHCA_Laccoptera_sp,18.25
POCHCL_Lachnaia_sp,24.00
POELAG_Lacon_sp,14.00
POCUMO_Larinus_sp,38.80
POANXY_Lasioderma_sp,18.00
POTETE_Latheticus_oryzae,20.00
ADCAHA_Lebia_sp,32.00
POCELA_Leiopus_sp,24.00
POCHCR_Lema_sp,17.85
POCHCH_Leptinotarsa_haldemani,35.00
POCHCH_Leptinotarsa_juncta,35.00
POCHCH_Leptinotarsa_texana,35.00
POCELE_Leptura_sp,20.00
POCUMO_Lepyrus_sp,30.00
POGLGL_Lichnanthe_rathvoni,20.00
ADCAHA_Licinus_sp,30.00
POCHCR_Lilioceris_sp,20.67
POCUBA_Limnobaris_sp,27.00
POELDE_Limonius_sp,18.50
POCHCH_Linaeidea_aenea,34.00
POCUEN_Liophloeus_tessulatus,22.00
POCUMO_Lixus_sp,43.67
POCHGA_Lochmaea_capreae,34.00
POCHGA_Longitarsus_exsoletus,32.00
ADCACI_Lophyra_sp,22.50
ADCACI_Lophyridia_lunulata,22.00
ADCALO_Loricera_pilicornis,19.00
ADCAHA_Loxandrus_sp,34.33
POLULU_Lucanus_sp,24.00
POLALA_Lucidota_sp,19.00
POLALU_Luciola_cruciata,17.00
POLALU_Luciola_lateralis,17.00
POCHGA_Luperus_sp,33.00
POCHGA_Lysathia_ludoviciana,24.00
ADCAHA_Macrocheilus_sp,34.00
POCHGA_Macrohaltica_sp,24.67
POCHCL_Macrolenes_dentipes,22.00
POCEPR_Macrotoma_sp,28.00
POCUMO_Magdalis_sp,29.50
POSCSC_Malagoniella_sp,20.00
ADCACI_Mantichora_amygdaloides,38.00
ADCAPS_Mecyclothorax_sp,19.50
POCELA_Mecynippus_pubicornis,22.00
ADCACI_Megacephala_brasiliensis,12.00
ADCACI_Megacephala_sobrina,29.00
ADCACI_Megacephala_whelani,26.00
POMEME_Melandryidae_sp,19.00
POELME_Melanotus_sp,18.22
POBUAG_Meliboeus_sp,22.00
POSCME_Melolontha_sp,20.00
POMEME_Melyridae_sp,17.50
POCELA_Mesechthistatus_binodosus,22.00
POCELA_Mesosa_myops,20.00
POCUDR_Metamasius_hemipterus,26.00
POCUBA_Metialma_sp,32.00
POLYLY_Metriorrhynchus_sp,31.00
POCOCO_Micraspis_sp,20.00
POSCSC_Microcopris_sp,20.00
ADCAHA_Microlestes_sp,31.00
POCHCA_Microrhopala_vittata,32.00
POCOMI_Microweisea_sp,20.00
POSCRU_Mimela_sp,20.00
POCELA_Monochamus_galloprovincialis_M,22.00
POCELA_Monochamus_saltuarius,20.00
POCELA_Monochamus_sartor,24.00
POCELA_Monochamus_sutor,20.00
POCELA_Monochamus_urussovi,24.00
POCHGA_Monolepta_sp,20.00
POCHGA_Monoxia_sp,27.00
POMEME_Mylabris_sp,21.60
ADCACI_Myriochile_undulata,25.00
ADCAPA_Mystropomus_subcostatus,43.00
POBRNA_Nanophyes_marmoratus,22.00
POCUEN_Naupactus_xanthographus,22.00
