state	winged	wingless
134	0.400978679	10.32749047
135	0.332637766	8.274916151
136	0.435093901	10.34729204
137	0.437088407	10.9290576
138	0.470353371	9.75333757
139	0.491139184	10.68726404
140	0.476449395	10.90045385
141	1.166545952	0.986922619
142	1.230158696	0.866869048
143	1.321848327	0.448094847
144	1.231024436	0.814744843
145	1.200972228	0.915447873
146	1.809502456	4.898314211
147	1.842653635	4.512622494
148	1.837993278	4.459125523
149	0.659917802	6.753473028
150	1.83002911	4.572721618
151	12.54335189	0.356420311
152	0.440733212	30.65664523
153	0.4563509	34.84695101
154	0.458014733	29.5984123
155	0.448339067	28.22625855
156	4.562548853	0.439577072
157	4.265631348	0.236596535
158	4.613938963	0.438608574
159	4.494479048	0.463714942
160	2.314003905	7.194867891
161	0.397672423	4.853418785
162	0.592877067	8.449880475
163	0.408095584	5.92550716
164	0.455493693	5.052110554
165	0.483539386	5.849442356
166	0.458543979	6.064366046
167	0.455970161	6.240741976
168	0.451828734	5.780815322
169	0.468752219	9.575895604
170	0.454978836	7.867728443
171	0.50713766	2.837667385
172	0.413504937	2.607932566
173	0.411661824	2.567204901
174	0.412936445	2.374164595
175	0.455769962	2.556565722
176	0.622817875	4.912981312
177	0.554898709	5.018804166
178	0.874108146	4.70238315
179	0.546348915	5.336689402
180	0.886006462	4.736628583
181	4.009037828	1.68994693
182	3.90732962	1.810773658
183	2.509187368	5.553733032
184	4.123171108	1.586201005
185	4.087933919	1.615818284
186	0.553512302	4.70882076
187	1.278871647	3.709982544
188	0.526512388	6.432891531
189	0.557808478	4.391486204
190	0.544829286	4.656813991
191	3.444460698	5.050156179
192	3.448475346	5.009185189
193	3.440171281	5.041839748
194	3.340017081	5.439268757
195	3.429768555	5.072496333
196	3.681600794	0.812738909
197	0.521447968	8.327027592
198	0.527558688	10.82418335
199	3.602138057	0.663313273
200	0.55171441	12.20137978
201	4.806378106	0.347169905
202	4.553211353	0.171885878
203	4.577193643	0.183347963
204	4.803295951	0.231036105
205	4.617947201	0.199775703
206	2.68723458	0.114890746
207	0.47621916	5.681326011
208	0.460472194	6.381737928
209	0.47482253	5.259697517
210	1.518606462	4.544660561
211	0.407335493	9.806038159
212	1.457174294	8.146259728
213	0.40525336	11.12580513
214	1.456762514	8.990679876
215	2.8921167	4.837929268
216	0.502715284	5.692825372
217	1.791021805	0.114947384
218	0.493143624	4.324904834
219	0.499896178	5.648492083
220	0.44571255	3.716119459
221	0.815562868	4.499874373
222	0.807212671	4.183505186
223	0.631252609	4.957640124
224	0.653716555	5.217028938
225	0.597049927	6.17226142
226	2.58620787	0.362757945
227	0.983591569	5.332472987
228	2.576855959	0.318783999
229	0.953357604	5.971008876
230	2.502872547	0.383810472
231	5.168658518	4.888888263
232	4.955005429	5.385058089
233	6.030696935	0.234369751
234	0.589603833	15.09873476
235	5.457525582	4.075938554
236	0.479094424	7.750360476
237	0.507819819	8.755585813
238	0.482960199	8.180981172
239	1.377790946	6.402358845
240	0.453287803	7.809116478
241	0.650908416	4.589019913
242	1.269736348	3.558078083
243	0.713814916	4.949285588
244	0.647884839	5.09767657
245	0.659267896	4.163167976
246	0.547837505	8.883112944
247	2.131685939	6.7328945
248	0.587225871	12.70864658
249	2.243375451	7.014498013
250	0.559734539	10.27594711
251	0.48948594	7.843231284
252	0.451240221	8.418877328
253	0.464385907	7.575170669
254	0.455921413	8.163921826
255	0.572858731	8.266875996
256	0.516899755	14.36660365
257	0.526919176	14.37928422
258	0.606327018	14.93166389
259	0.543138711	12.89364227
260	0.530098425	13.96289214
261	0.32345359	17.47459579
262	0.297225191	17.34273244
263	5.327105165	8.09514802
264	0.341100341	18.03639062
265	0.33791816	18.37792058
266	0.328570983	23.78532685
267	0.3259812	26.33841687
268	0.366447746	25.58800879
269	0.37305054	25.40415516
270	0.435426104	26.09598554
271	0.411255101	8.543642644
272	0.408874965	8.510886395
273	0.418027741	9.325651723
274	0.488996107	8.811405831
275	0.413997119	9.392967739
276	0.43893309	10.92234646
277	0.46091114	12.28278284
278	0.413017228	12.12330171
279	0.418809214	12.04556916
280	0.415718062	12.10349199
281	1.586761655	13.7906446
282	1.576383086	13.9306454
283	1.497574194	14.99485865
284	0.433359154	16.44159181
285	1.519858785	15.39211985
286	0.767106995	4.920977124
287	0.817732259	5.495770371
288	0.856180517	4.898311879
289	0.788694889	5.534206882
290	0.809667496	5.004915626
291	0.533515707	2.019489202
292	0.516193706	2.09531272
293	0.638813342	1.669470997
294	0.463575394	2.136417161
295	0.928348124	0.930433856
296	0.6456399	6.422402623
297	0.648679613	6.53863961
298	0.647335036	6.355939474
299	0.689455286	7.218416674
300	0.688368253	7.187311966
301	1.523408438	4.390932677
302	1.536861761	4.25552545
303	1.528616614	4.419463736
304	1.550302597	4.752116689
305	1.533051639	4.896076239
306	2.450127971	3.693475025
307	2.448389079	3.715050506
308	3.495002909	0.407576876
309	2.465227132	3.625745738
310	2.340967852	4.391040709
311	1.959849556	0.396306882
312	1.885960834	0.882258386
313	2.05164542	0.414040246
314	1.893730924	0.887669153
315	2.070593959	0.40309096
316	0.751242838	5.95522689
317	0.732196527	6.173340391
318	0.697840846	6.928217292
319	0.736583278	6.094627008
320	0.7198982	6.284013895
321	0.523478093	8.412554224
322	0.492113013	6.087285869
323	0.492090009	6.910769118
324	0.528610372	7.554021006
325	0.503923821	8.265420271
326	1.086048496	7.701962356
327	1.115227903	7.59429524
328	0.995372581	7.91320013
329	1.107217455	7.698795483
330	1.168671613	7.913414824
331	0.732384179	5.600865799
332	0.743744886	5.72044779
333	0.716569	6.059963947
334	0.739392886	6.168689116
335	0.739226987	5.205820305
336	0.617832566	6.935015403
337	0.59801256	7.015451392
338	0.584083404	6.879062888
339	0.594704932	6.522786611
340	0.58397949	6.918982418
341	5.237636703	0.172291011
342	0.478185874	13.00841958
343	0.499449743	13.29705984
344	0.518744072	14.88523696
345	0.470247686	13.618339
346	1.983450108	8.473920281
347	0.612217135	12.8924147
348	0.585343163	13.7232484
349	0.56781452	15.169661
350	0.619348288	12.87526168
351	0.394000998	10.78418828
352	0.453592843	10.66550936
353	4.139714445	0.159443695
354	0.442452659	10.66306736
355	0.473890054	13.22134828
356	3.645072067	0.186421172
357	1.034716389	7.658448496
358	4.062195647	0.354738626
359	4.143009326	0.3349729
360	3.839560485	0.345096831
361	0.522573633	6.081519607
362	0.500751673	5.08754308
363	0.533896249	5.422754238
364	0.417134923	4.334648279
365	0.452360707	4.476810324
366	0.647456455	9.354048863
367	0.663430757	8.556720323
368	0.664397573	9.419906547
369	0.640204951	9.288741378
370	0.529392932	9.426867316
371	6.203582834	15.82296479
372	2.418305976	21.11047631
373	6.211475523	15.44135133
374	10.32367963	0.181461966
375	0.289108745	25.46846131
376	5.393245213	0.414613809
377	5.189313288	1.240553973
378	5.266912142	1.186509751
379	5.267084506	1.206615379
380	4.995882778	1.253785504
381	0.394873371	14.07611719
382	0.381223557	10.3095108
383	0.342485658	12.98251273
384	0.377843276	11.55028688
385	0.436176779	11.58857112
386	0.624863038	23.63232248
387	0.882529538	25.39393652
388	0.945443011	26.92752048
389	0.910859974	22.71104738
390	0.949373079	26.81765461
391	1.472982728	16.73448958
392	1.44982702	20.30574426
393	1.512045833	17.57084098
394	0.729779604	17.20358783
395	1.478998787	16.52217712
396	0.825551133	23.9279688
397	0.679707935	23.04025132
398	0.828322491	22.42879679
399	0.842566077	22.61149973
400	0.68467015	21.51180574
401	1.895924049	1.155590129
402	2.122644096	0.504621926
403	1.905404817	1.133758756
404	0.628037888	4.07567272
405	1.834616597	1.260425335
406	1.087967338	6.566068223
407	1.087967705	6.842033767
408	1.050502013	7.160046517
409	1.100946429	6.330488594
410	1.282939896	5.457825714
411	0.742282838	9.596293895
412	0.782396343	10.37501529
413	0.747203141	9.318709494
414	0.767193282	9.648068422
415	0.754604408	9.295286436
416	1.285734049	7.664448577
417	1.603719857	8.73017123
418	0.501183852	10.59148776
419	0.528888857	8.599238585
420	1.261800409	8.193571912
421	0.467221883	24.64842105
422	10.50083976	0.313647634
423	0.46366265	23.23416735
424	8.088828164	10.48034977
425	0.472177557	22.93442885
426	0.429565677	33.1407245
427	2.818365946	20.86356264
428	0.309430846	26.66511507
429	2.712020658	21.80934587
430	0.43306754	22.31964991
431	0.417168421	6.190718093
432	0.834867203	5.64950534
433	0.882273393	6.161055714
434	0.852658712	5.303393616
435	0.42496911	6.687751142
436	0.781210677	7.48713777
437	0.815661753	7.372774026
438	0.816587793	7.496912458
439	0.80492645	7.586506477
440	0.853562434	8.114868016
441	0.539475051	5.932543896
442	0.485964146	6.971376521
443	1.976800104	2.492751185
444	0.488357649	6.529116641
445	0.493433694	6.613873204
446	0.610440284	7.301899008
447	0.629889352	7.667586483
448	0.565611355	11.99382139
449	0.614875894	7.672584312
450	0.626183749	8.087146976
451	0.480613432	45.51051653
452	0.444994422	40.10253589
453	0.477348516	42.21776569
454	0.469506289	44.55823296
455	0.441630075	42.24362032
456	0.587572721	9.601277343
457	2.634687622	5.901565846
458	4.436760653	0.517990845
459	2.641716914	5.548688608
460	0.593952318	11.25168802
461	0.470960531	6.12676609
462	0.543377623	7.124160511
463	0.52535022	7.668776358
464	0.485897347	6.036666573
465	0.531746319	6.4584235
466	0.537281624	7.406307088
467	0.47818638	7.238812293
468	0.581135953	8.279066008
469	0.539814439	7.569696867
470	0.542438564	7.21247349
471	0.601819383	4.331662545
472	0.470843748	4.076924118
473	0.487402271	3.601768213
474	0.539993274	4.611046726
475	0.489684765	4.166019324
476	1.631962419	10.96297298
477	1.659926282	8.812789398
478	1.628439376	8.900414045
479	1.595923195	9.079841179
480	1.583814429	8.932991478
481	6.050802034	0.181940835
482	2.34595214	10.11307485
483	0.466381049	15.90494997
484	0.485742948	17.9022447
485	0.51334154	16.15297725
486	1.12350579	34.16481964
487	1.097521228	30.94754093
488	1.172513405	34.34795766
489	0.60365203	35.44886195
490	0.465097289	33.03888411
491	0.279933739	3.836871158
492	1.761733886	0.264764811
493	1.728869986	0.398161151
494	0.464244578	3.703075086
495	0.688640493	2.977208544
496	2.027793011	23.51342847
497	1.517062156	22.62892617
498	2.008307803	24.40753018
499	2.005156072	24.87816947
500	1.992347356	24.29638534
