state	winged	wingless
154000	0.448339067	28.22625855
155000	4.562548853	0.439577072
156000	4.265631348	0.236596535
157000	4.613938963	0.438608574
158000	4.494479048	0.463714942
159000	2.314003905	7.194867891
160000	0.397672423	4.853418785
161000	0.592877067	8.449880475
162000	0.408095584	5.92550716
163000	0.455493693	5.052110554
164000	0.483539386	5.849442356
165000	0.458543979	6.064366046
166000	0.455970161	6.240741976
167000	0.451828734	5.780815322
168000	0.468752219	9.575895604
169000	0.454978836	7.867728443
170000	0.50713766	2.837667385
171000	0.413504937	2.607932566
172000	0.411661824	2.567204901
173000	0.412936445	2.374164595
174000	0.455769962	2.556565722
175000	0.622817875	4.912981312
176000	0.554898709	5.018804166
177000	0.874108146	4.70238315
178000	0.546348915	5.336689402
179000	0.886006462	4.736628583
180000	4.009037828	1.68994693
181000	3.90732962	1.810773658
182000	2.509187368	5.553733032
183000	4.123171108	1.586201005
184000	4.087933919	1.615818284
185000	0.553512302	4.70882076
186000	1.278871647	3.709982544
187000	0.526512388	6.432891531
188000	0.557808478	4.391486204
189000	0.544829286	4.656813991
190000	3.444460698	5.050156179
191000	3.448475346	5.009185189
192000	3.440171281	5.041839748
193000	3.340017081	5.439268757
194000	3.429768555	5.072496333
195000	3.681600794	0.812738909
196000	0.521447968	8.327027592
197000	0.527558688	10.82418335
198000	3.602138057	0.663313273
199000	0.55171441	12.20137978
200000	4.806378106	0.347169905
201000	4.553211353	0.171885878
202000	4.577193643	0.183347963
203000	4.803295951	0.231036105
204000	4.617947201	0.199775703
205000	2.68723458	0.114890746
206000	0.47621916	5.681326011
207000	0.460472194	6.381737928
208000	0.47482253	5.259697517
209000	1.518606462	4.544660561
210000	0.407335493	9.806038159
211000	1.457174294	8.146259728
212000	0.40525336	11.12580513
213000	1.456762514	8.990679876
214000	2.8921167	4.837929268
215000	0.502715284	5.692825372
216000	1.791021805	0.114947384
217000	0.493143624	4.324904834
218000	0.499896178	5.648492083
219000	0.44571255	3.716119459
220000	0.815562868	4.499874373
221000	0.807212671	4.183505186
222000	0.631252609	4.957640124
223000	0.653716555	5.217028938
224000	0.597049927	6.17226142
225000	2.58620787	0.362757945
226000	0.983591569	5.332472987
227000	2.576855959	0.318783999
228000	0.953357604	5.971008876
229000	2.502872547	0.383810472
230000	5.168658518	4.888888263
231000	4.955005429	5.385058089
232000	6.030696935	0.234369751
233000	0.589603833	15.09873476
234000	5.457525582	4.075938554
235000	0.479094424	7.750360476
236000	0.507819819	8.755585813
237000	0.482960199	8.180981172
238000	1.377790946	6.402358845
239000	0.453287803	7.809116478
240000	0.650908416	4.589019913
241000	1.269736348	3.558078083
242000	0.713814916	4.949285588
243000	0.647884839	5.09767657
244000	0.659267896	4.163167976
245000	0.547837505	8.883112944
246000	2.131685939	6.7328945
247000	0.587225871	12.70864658
248000	2.243375451	7.014498013
249000	0.559734539	10.27594711
250000	0.48948594	7.843231284
251000	0.451240221	8.418877328
252000	0.464385907	7.575170669
253000	0.455921413	8.163921826
254000	0.572858731	8.266875996
255000	0.516899755	14.36660365
256000	0.526919176	14.37928422
257000	0.606327018	14.93166389
258000	0.543138711	12.89364227
259000	0.530098425	13.96289214
260000	0.32345359	17.47459579
261000	0.297225191	17.34273244
262000	5.327105165	8.09514802
263000	0.341100341	18.03639062
264000	0.33791816	18.37792058
265000	0.328570983	23.78532685
266000	0.3259812	26.33841687
267000	0.366447746	25.58800879
268000	0.37305054	25.40415516
269000	0.435426104	26.09598554
270000	0.411255101	8.543642644
271000	0.408874965	8.510886395
272000	0.418027741	9.325651723
273000	0.488996107	8.811405831
274000	0.413997119	9.392967739
275000	0.43893309	10.92234646
276000	0.46091114	12.28278284
277000	0.413017228	12.12330171
278000	0.418809214	12.04556916
279000	0.415718062	12.10349199
280000	1.586761655	13.7906446
281000	1.576383086	13.9306454
282000	1.497574194	14.99485865
283000	0.433359154	16.44159181
284000	1.519858785	15.39211985
285000	0.767106995	4.920977124
286000	0.817732259	5.495770371
287000	0.856180517	4.898311879
288000	0.788694889	5.534206882
289000	0.809667496	5.004915626
290000	0.533515707	2.019489202
291000	0.516193706	2.09531272
292000	0.638813342	1.669470997
293000	0.463575394	2.136417161
294000	0.928348124	0.930433856
295000	0.6456399	6.422402623
296000	0.648679613	6.53863961
297000	0.647335036	6.355939474
298000	0.689455286	7.218416674
299000	0.688368253	7.187311966
300000	1.523408438	4.390932677
301000	1.536861761	4.25552545
302000	1.528616614	4.419463736
303000	1.550302597	4.752116689
304000	1.533051639	4.896076239
305000	2.450127971	3.693475025
306000	2.448389079	3.715050506
307000	3.495002909	0.407576876
308000	2.465227132	3.625745738
309000	2.340967852	4.391040709
310000	1.959849556	0.396306882
311000	1.885960834	0.882258386
312000	2.05164542	0.414040246
313000	1.893730924	0.887669153
314000	2.070593959	0.40309096
315000	0.751242838	5.95522689
316000	0.732196527	6.173340391
317000	0.697840846	6.928217292
318000	0.736583278	6.094627008
319000	0.7198982	6.284013895
320000	0.523478093	8.412554224
321000	0.492113013	6.087285869
322000	0.492090009	6.910769118
323000	0.528610372	7.554021006
324000	0.503923821	8.265420271
325000	1.086048496	7.701962356
326000	1.115227903	7.59429524
327000	0.995372581	7.91320013
328000	1.107217455	7.698795483
329000	1.168671613	7.913414824
330000	0.732384179	5.600865799
331000	0.743744886	5.72044779
332000	0.716569	6.059963947
333000	0.739392886	6.168689116
334000	0.739226987	5.205820305
335000	0.617832566	6.935015403
336000	0.59801256	7.015451392
337000	0.584083404	6.879062888
338000	0.594704932	6.522786611
339000	0.58397949	6.918982418
340000	5.237636703	0.172291011
341000	0.478185874	13.00841958
342000	0.499449743	13.29705984
343000	0.518744072	14.88523696
344000	0.470247686	13.618339
345000	1.983450108	8.473920281
346000	0.612217135	12.8924147
347000	0.585343163	13.7232484
348000	0.56781452	15.169661
349000	0.619348288	12.87526168
350000	0.394000998	10.78418828
351000	0.453592843	10.66550936
352000	4.139714445	0.159443695
353000	0.442452659	10.66306736
354000	0.473890054	13.22134828
355000	3.645072067	0.186421172
356000	1.034716389	7.658448496
357000	4.062195647	0.354738626
358000	4.143009326	0.3349729
359000	3.839560485	0.345096831
360000	0.522573633	6.081519607
361000	0.500751673	5.08754308
362000	0.533896249	5.422754238
363000	0.417134923	4.334648279
364000	0.452360707	4.476810324
365000	0.647456455	9.354048863
366000	0.663430757	8.556720323
367000	0.664397573	9.419906547
368000	0.640204951	9.288741378
369000	0.529392932	9.426867316
370000	6.203582834	15.82296479
371000	2.418305976	21.11047631
372000	6.211475523	15.44135133
373000	10.32367963	0.181461966
374000	0.289108745	25.46846131
375000	5.393245213	0.414613809
376000	5.189313288	1.240553973
377000	5.266912142	1.186509751
378000	5.267084506	1.206615379
379000	4.995882778	1.253785504
380000	0.394873371	14.07611719
381000	0.381223557	10.3095108
382000	0.342485658	12.98251273
383000	0.377843276	11.55028688
384000	0.436176779	11.58857112
385000	0.624863038	23.63232248
386000	0.882529538	25.39393652
387000	0.945443011	26.92752048
388000	0.910859974	22.71104738
389000	0.949373079	26.81765461
390000	1.472982728	16.73448958
391000	1.44982702	20.30574426
392000	1.512045833	17.57084098
393000	0.729779604	17.20358783
394000	1.478998787	16.52217712
395000	0.825551133	23.9279688
396000	0.679707935	23.04025132
397000	0.828322491	22.42879679
398000	0.842566077	22.61149973
399000	0.68467015	21.51180574
400000	1.895924049	1.155590129
401000	2.122644096	0.504621926
402000	1.905404817	1.133758756
403000	0.628037888	4.07567272
404000	1.834616597	1.260425335
405000	1.087967338	6.566068223
406000	1.087967705	6.842033767
407000	1.050502013	7.160046517
408000	1.100946429	6.330488594
409000	1.282939896	5.457825714
410000	0.742282838	9.596293895
411000	0.782396343	10.37501529
412000	0.747203141	9.318709494
413000	0.767193282	9.648068422
414000	0.754604408	9.295286436
415000	1.285734049	7.664448577
416000	1.603719857	8.73017123
417000	0.501183852	10.59148776
418000	0.528888857	8.599238585
419000	1.261800409	8.193571912
420000	0.467221883	24.64842105
421000	10.50083976	0.313647634
422000	0.46366265	23.23416735
423000	8.088828164	10.48034977
424000	0.472177557	22.93442885
425000	0.429565677	33.1407245
426000	2.818365946	20.86356264
427000	0.309430846	26.66511507
428000	2.712020658	21.80934587
429000	0.43306754	22.31964991
430000	0.417168421	6.190718093
431000	0.834867203	5.64950534
432000	0.882273393	6.161055714
433000	0.852658712	5.303393616
434000	0.42496911	6.687751142
435000	0.781210677	7.48713777
436000	0.815661753	7.372774026
437000	0.816587793	7.496912458
438000	0.80492645	7.586506477
439000	0.853562434	8.114868016
440000	0.539475051	5.932543896
441000	0.485964146	6.971376521
442000	1.976800104	2.492751185
443000	0.488357649	6.529116641
444000	0.493433694	6.613873204
445000	0.610440284	7.301899008
446000	0.629889352	7.667586483
447000	0.565611355	11.99382139
448000	0.614875894	7.672584312
449000	0.626183749	8.087146976
450000	0.480613432	45.51051653
451000	0.444994422	40.10253589
452000	0.477348516	42.21776569
453000	0.469506289	44.55823296
454000	0.441630075	42.24362032
455000	0.587572721	9.601277343
456000	2.634687622	5.901565846
457000	4.436760653	0.517990845
458000	2.641716914	5.548688608
459000	0.593952318	11.25168802
460000	0.470960531	6.12676609
461000	0.543377623	7.124160511
462000	0.52535022	7.668776358
463000	0.485897347	6.036666573
464000	0.531746319	6.4584235
465000	0.537281624	7.406307088
466000	0.47818638	7.238812293
467000	0.581135953	8.279066008
468000	0.539814439	7.569696867
469000	0.542438564	7.21247349
470000	0.601819383	4.331662545
471000	0.470843748	4.076924118
472000	0.487402271	3.601768213
473000	0.539993274	4.611046726
474000	0.489684765	4.166019324
475000	1.631962419	10.96297298
476000	1.659926282	8.812789398
477000	1.628439376	8.900414045
478000	1.595923195	9.079841179
479000	1.583814429	8.932991478
480000	6.050802034	0.181940835
481000	2.34595214	10.11307485
482000	0.466381049	15.90494997
483000	0.485742948	17.9022447
484000	0.51334154	16.15297725
485000	1.12350579	34.16481964
486000	1.097521228	30.94754093
487000	1.172513405	34.34795766
488000	0.60365203	35.44886195
489000	0.465097289	33.03888411
490000	0.279933739	3.836871158
491000	1.761733886	0.264764811
492000	1.728869986	0.398161151
493000	0.464244578	3.703075086
494000	0.688640493	2.977208544
495000	2.027793011	23.51342847
496000	1.517062156	22.62892617
497000	2.008307803	24.40753018
498000	2.005156072	24.87816947
499000	1.992347356	24.29638534
